time_period;country;data_type;energy_category;energy_product_class;costumer;energy_GWh;electricity_price_eur/kWh;gas_price_eur/GJ
2004;France;Energy balance;Imports;Solid fossil fuels;;157973611.0;;
2005;France;Energy balance;Imports;Solid fossil fuels;;162529583.0;;
2006;France;Energy balance;Imports;Solid fossil fuels;;165710417.0;;
2007;France;Energy balance;Imports;Solid fossil fuels;;152530972.0;;
2008;France;Energy balance;Imports;Solid fossil fuels;;172294306.0;;
2009;France;Energy balance;Imports;Solid fossil fuels;;124131250.0;;
2010;France;Energy balance;Imports;Solid fossil fuels;;142494028.0;;
2011;France;Energy balance;Imports;Solid fossil fuels;;132770775.0;;
2012;France;Energy balance;Imports;Solid fossil fuels;;141447330.0;;
2013;France;Energy balance;Imports;Solid fossil fuels;;144822525.0;;
2014;France;Energy balance;Imports;Solid fossil fuels;;113792948.0;;
2015;France;Energy balance;Imports;Solid fossil fuels;;106931587.0;;
2016;France;Energy balance;Imports;Solid fossil fuels;;99895531.0;;
2017;France;Energy balance;Imports;Solid fossil fuels;;117673857.0;;
2018;France;Energy balance;Imports;Solid fossil fuels;;107662378.0;;
2019;France;Energy balance;Imports;Solid fossil fuels;;84899372.0;;
2020;France;Energy balance;Imports;Solid fossil fuels;;59442535.0;;
2021;France;Energy balance;Imports;Solid fossil fuels;;72354682.0;;
2022;France;Energy balance;Imports;Solid fossil fuels;;70880308.0;;
2000;Italy;Energy balance;Imports;Solid fossil fuels;;153836590.0;;
2001;Italy;Energy balance;Imports;Solid fossil fuels;;157788606.0;;
2002;Italy;Energy balance;Imports;Solid fossil fuels;;153575474.0;;
2003;Italy;Energy balance;Imports;Solid fossil fuels;;170290272.0;;
2004;Italy;Energy balance;Imports;Solid fossil fuels;;197137092.0;;
2005;Italy;Energy balance;Imports;Solid fossil fuels;;192273345.0;;
2006;Italy;Energy balance;Imports;Solid fossil fuels;;195010823.0;;
2007;Italy;Energy balance;Imports;Solid fossil fuels;;190183529.0;;
2008;Italy;Energy balance;Imports;Solid fossil fuels;;188992034.0;;
2009;Italy;Energy balance;Imports;Solid fossil fuels;;142213063.0;;
2010;Italy;Energy balance;Imports;Solid fossil fuels;;162823138.0;;
2011;Italy;Energy balance;Imports;Solid fossil fuels;;173480973.0;;
2012;Italy;Energy balance;Imports;Solid fossil fuels;;179078758.0;;
2013;Italy;Energy balance;Imports;Solid fossil fuels;;153433588.0;;
2014;Italy;Energy balance;Imports;Solid fossil fuels;;152656245.0;;
2015;Italy;Energy balance;Imports;Solid fossil fuels;;146310341.0;;
2016;Italy;Energy balance;Imports;Solid fossil fuels;;127511059.0;;
2017;Italy;Energy balance;Imports;Solid fossil fuels;;111578271.0;;
2018;Italy;Energy balance;Imports;Solid fossil fuels;;103174429.0;;
2019;Italy;Energy balance;Imports;Solid fossil fuels;;76611770.0;;
2020;Italy;Energy balance;Imports;Solid fossil fuels;;57556606.0;;
2021;Italy;Energy balance;Imports;Solid fossil fuels;;64605220.0;;
2022;Italy;Energy balance;Imports;Solid fossil fuels;;91039365.0;;
2000;Portugal;Energy balance;Imports;Solid fossil fuels;;46147468.0;;
2001;Portugal;Energy balance;Imports;Solid fossil fuels;;34507584.0;;
2002;Portugal;Energy balance;Imports;Solid fossil fuels;;40396298.0;;
2003;Portugal;Energy balance;Imports;Solid fossil fuels;;38048120.0;;
2004;Portugal;Energy balance;Imports;Solid fossil fuels;;37348018.0;;
2005;Portugal;Energy balance;Imports;Solid fossil fuels;;37508938.0;;
2006;Portugal;Energy balance;Imports;Solid fossil fuels;;40622559.0;;
2007;Portugal;Energy balance;Imports;Solid fossil fuels;;33745327.0;;
2008;Portugal;Energy balance;Imports;Solid fossil fuels;;26774376.0;;
2009;Portugal;Energy balance;Imports;Solid fossil fuels;;35522985.0;;
2010;Portugal;Energy balance;Imports;Solid fossil fuels;;18948316.0;;
2011;Portugal;Energy balance;Imports;Solid fossil fuels;;24975741.0;;
2012;Portugal;Energy balance;Imports;Solid fossil fuels;;35260888.0;;
2013;Portugal;Energy balance;Imports;Solid fossil fuels;;29408647.0;;
2014;Portugal;Energy balance;Imports;Solid fossil fuels;;30202356.0;;
2015;Portugal;Energy balance;Imports;Solid fossil fuels;;37316656.0;;
2016;Portugal;Energy balance;Imports;Solid fossil fuels;;33866061.0;;
2017;Portugal;Energy balance;Imports;Solid fossil fuels;;39634907.0;;
2018;Portugal;Energy balance;Imports;Solid fossil fuels;;31016243.0;;
2019;Portugal;Energy balance;Imports;Solid fossil fuels;;17728482.0;;
2020;Portugal;Energy balance;Imports;Solid fossil fuels;;131316.0;;
2021;Portugal;Energy balance;Imports;Solid fossil fuels;;103237.0;;
2022;Portugal;Energy balance;Imports;Solid fossil fuels;;84928.0;;
2000;Germany;Energy balance;Imports;Natural gas;;710424250.0;;
2001;Germany;Energy balance;Imports;Natural gas;;737855750.0;;
2002;Germany;Energy balance;Imports;Natural gas;;765927250.0;;
2003;Germany;Energy balance;Imports;Natural gas;;818416585.0;;
2004;Germany;Energy balance;Imports;Natural gas;;881330227.0;;
2005;Germany;Energy balance;Imports;Natural gas;;917603770.0;;
2006;Germany;Energy balance;Imports;Natural gas;;906890331.0;;
2007;Germany;Energy balance;Imports;Natural gas;;844087689.0;;
2008;Germany;Energy balance;Imports;Natural gas;;884618708.0;;
2009;Germany;Energy balance;Imports;Natural gas;;854383880.0;;
2010;Germany;Energy balance;Imports;Natural gas;;916465026.0;;
2011;Germany;Energy balance;Imports;Natural gas;;873764520.0;;
2012;Germany;Energy balance;Imports;Natural gas;;861641339.0;;
2013;Germany;Energy balance;Imports;Natural gas;;953029068.0;;
2014;Germany;Energy balance;Imports;Natural gas;;876214256.0;;
2015;Germany;Energy balance;Imports;Natural gas;;999231805.0;;
2016;Germany;Energy balance;Imports;Natural gas;;949149590.0;;
2017;Germany;Energy balance;Imports;Natural gas;;1113483689.0;;
2018;Germany;Energy balance;Imports;Natural gas;;820282408.0;;
2019;Germany;Energy balance;Imports;Natural gas;;880066234.0;;
2020;Germany;Energy balance;Imports;Natural gas;;773068202.0;;
2021;Germany;Energy balance;Imports;Natural gas;;814019718.0;;
2022;Germany;Energy balance;Imports;Natural gas;;822237621.0;;
2000;Spain;Energy balance;Imports;Natural gas;;179877511.0;;
2001;Spain;Energy balance;Imports;Natural gas;;184064484.0;;
